DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV
5/22/19,30718926,Suzuki K,2/4/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",NA,Xp11.23,X,48866249,"TIMM17B, PCSK1N",PCSK1N - PQBP1,ENSG00000102109,ENSG00000102103,,30639,23948,rs782100977-C,rs782100977,1,60711854,intergenic_variant,1,0.63,5.00E-09,8.301029996,,1.06,1.04-1.08,Illumina [12557761] (imputed),N
5/22/19,30718926,Suzuki K,2/4/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",NA,Xp22.12,X,21551802,CNKSR2,CNKSR2,,,ENSG00000149970,,,rs6633421-A,rs6633421,0,6633421,intron_variant,0,0.68,3.00E-08,7.522878745,,1.04,1.03-1.06,Illumina [12557761] (imputed),N
6/25/19,30804565,Jansen PR,2/25/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30804565,"Genome-wide analysis of insomnia in 1,331,010 individuals identifies new risk loci and functional pathways.",Insomnia,"651,923 European ancestry males, 679,087 European ancestry females",NA,Xp22.12,X,21476272,NR,CNKSR2,,,ENSG00000149970,,,rs62590551-A,rs62590551,0,62590551,intron_variant,0,0.9029,5.00E-09,8.301029996,,1.056,[1.04-1.08],"Affymetrix, Illumina [NR] (imputed)",N
6/25/19,30804565,Jansen PR,2/25/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30804565,"Genome-wide analysis of insomnia in 1,331,010 individuals identifies new risk loci and functional pathways.",Insomnia,"651,923 European ancestry males, 679,087 European ancestry females",NA,Xq26.2,X,134000394,NR,AF003529.1 - AC002407.1,ENSG00000232068,ENSG00000200572,,10308,141834,rs17324524-C,rs17324524,0,17324524,regulatory_region_variant,1,0.117,5.00E-10,9.301029996,,1.059322,[1.04-1.08],"Affymetrix, Illumina [NR] (imputed)",N
6/25/19,30804565,Jansen PR,2/25/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30804565,"Genome-wide analysis of insomnia in 1,331,010 individuals identifies new risk loci and functional pathways.",Ease of getting up in the morning,"385,949 European ancestry individuals",NA,Xp21.3,X,25071113,NR,RN7SL91P - AC112778.1,ENSG00000240439,ENSG00000176812,,10174,123268,rs4634827-G,rs4634827,0,4634827,intergenic_variant,1,0.3412,9.00E-10,9.045757491,,0.0127,[0.0086-0.0168] unit increase,"Affymetrix, Illumina [10862568] (imputed)",N
6/25/19,30804565,Jansen PR,2/25/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30804565,"Genome-wide analysis of insomnia in 1,331,010 individuals identifies new risk loci and functional pathways.",Snoring,"359,916 European ancestry individuals",NA,Xq28,X,154046529,NR,MECP2,,,ENSG00000169057,,,rs17435-A,rs17435,0,17435,intron_variant,0,0.819,4.00E-08,7.397940009,,1.0416667,[1.03-1.06],"Affymetrix, Illumina [10862568] (imputed)",N
10/8/20,32790701,Rode M,8/13/20,PLoS One,www.ncbi.nlm.nih.gov/pubmed/32790701,Genome-wide association analysis of pulse wave velocity traits provide new insights into the causal relationship between arterial stiffness and blood pressure.,Arterial stiffness (brachial-femoral pulse wave velocity),"3,643 European ancestry individuals",NA,Xp22.32,X,4812009,NR,AC074035.1 - MTND6P12,ENSG00000236513,ENSG00000235039,,178437,356909,rs6530472-T,rs6530472,0,6530472,intergenic_variant,1,0.79,7.00E-07,6.15490196,,0.072,[0.045-0.099] unit decrease,Affymetrix [11342744] (imputed),N
8/7/19,31196165,Lee E,6/13/19,Hum Genomics,www.ncbi.nlm.nih.gov/pubmed/31196165,Genome-wide enriched pathway analysis of acute post-radiotherapy pain in breast cancer patients: a prospective cohort study.,Acute post-radiotherapy pain in breast cancer,"136 Hispanic cases, 75 European ancestry cases, 102 African ancestry cases, 45 cases, 265 Hispanic controls, 282 European ancestry controls, 194 African ancestry controls, 45 controls",NA,Xp22.2,X,13459192,EGFL6,LINC01203 - EGFL6,ENSG00000226985,ENSG00000198759,,56157,110409,rs73633565-G,rs73633565,0,73633565,intergenic_variant,1,0.16,8.00E-06,5.096910013,,1.9,[1.43-2.52],Illumina [1344832] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67240489,NR,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,564125,133084,rs146636673-C,rs146636673,0,146636673,intergenic_variant,1,NR,3.00E-09,8.522878745,,0.183,NR unit increase,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,65639521,MSN,MSN,,,ENSG00000147065,,,rs143755874-A,rs143755874,0,143755874,intron_variant,0,NR,4.00E-09,8.397940009,,0.1862,NR unit decrease,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67482025,NR,AL049641.1 - AL049564.1,ENSG00000226280,ENSG00000233710,,106505,51138,rs62604342-G,rs62604342,0,62604342,intergenic_variant,1,NR,4.00E-09,8.397940009,,0.1614,NR unit increase,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67343176,NR,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,666812,30397,rs2497938-C,rs2497938,0,2497938,intergenic_variant,1,NR,1.00E-300,300,,0.53,NR unit decrease,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67783742,OPHN1,AR - BMI1P1,ENSG00000169083,ENSG00000234201,,53123,8213,rs5919427-C,rs5919427,0,5919427,intergenic_variant,1,NR,5.00E-178,177.30103,,0.3457,NR unit decrease,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67291142,NR,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,614778,82431,rs6625163-G,rs6625163,0,6625163,intergenic_variant,1,NR,1.00E-300,300,,0.53,NR unit decrease,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,66713443,"EDA2R, HEPH",RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,37079,660130,rs73221556-A,rs73221556,0,73221556,intergenic_variant,1,NR,5.00E-178,177.30103,,0.5266,NR unit decrease,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67261958,AR,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,585594,111615,rs12558842-C,rs12558842,0,12558842,intergenic_variant,1,NR,5.00E-178,177.30103,,0.5427,NR unit decrease,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,68276160,"OPHN1, STARD8, YIPF6",OPHN1,,,ENSG00000079482,,,rs140488081-T,rs140488081,0,140488081,intron_variant,0,NR,5.00E-61,60.30103,,0.3972,NR unit decrease,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,65863405,VSIG4,CCNYL5 - AL034397.2,ENSG00000230039,ENSG00000237311,,41156,62431,rs147154263-T,rs147154263,0,147154263,intergenic_variant,1,NR,4.00E-58,57.39794001,,0.4266,NR unit decrease,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67919221,NR,BMI1P1 - AL157700.1,ENSG00000234201,ENSG00000260118,,126326,94249,rs148652266-A,rs148652266,0,148652266,intergenic_variant,1,NR,8.00E-45,44.09691001,,0.5063,NR unit decrease,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,66322114,"HEPH, VSIG4",HEPH - AL157698.1,ENSG00000089472,ENSG00000231356,,53247,38652,rs145867342-T,rs145867342,0,145867342,intergenic_variant,1,NR,1.00E-44,44,,0.324,NR unit decrease,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,68143959,OPHN1,OPHN1,,,ENSG00000079482,,,rs7061504-G,rs7061504,0,7061504,intron_variant,0,NR,2.00E-38,37.69897,,0.1939,NR unit increase,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xp11.21,X,57979046,NR,MYCLP2 - KRT8P17,ENSG00000228004,ENSG00000235124,,44243,5640,rs147829649-G,rs147829649,0,147829649,intergenic_variant,1,NR,1.00E-31,31,,0.2829,NR unit decrease,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67117703,NR,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,441339,255870,rs17216820-T,rs17216820,0,17216820,intergenic_variant,1,NR,6.00E-26,25.22184875,,0.1946,NR unit increase,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67954189,OPHN1,BMI1P1 - AL157700.1,ENSG00000234201,ENSG00000260118,,161294,59281,rs17302236-C,rs17302236,0,17302236,regulatory_region_variant,1,NR,4.00E-24,23.39794001,,0.1799,NR unit increase,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,68205491,OPHN1,OPHN1,,,ENSG00000079482,,,rs73212868-A,rs73212868,0,73212868,intron_variant,0,NR,4.00E-22,21.39794001,,0.3038,NR unit decrease,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,66331306,"HEPH, VSIG4",HEPH - AL157698.1,ENSG00000089472,ENSG00000231356,,62439,29460,rs112069404-A,rs112069404,0,112069404,intergenic_variant,1,NR,5.00E-20,19.30103,,0.155,NR unit increase,NR [NR] (imputed),N
8/2/19,30894546,Ivarsdottir EV,3/20/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/30894546,Sequence variation at ANAPC1 accounts for 24% of the variability in corneal endothelial cell density.,Corneal endothelial cell shape (percentage of hexagonally shaped cells),"6,125 Icelandic ancestry individuals",NA,Xq13.1,X,68981199,NR,EFNB1 - PJA1,ENSG00000090776,ENSG00000181191,,139039,179652,rs140291579-A,rs140291579,0,140291579,intergenic_variant,1,,8.00E-07,6.096910013,,0.607,[NR] unit increase,Illumina [NR],N
8/7/19,31095341,Kerns SL,5/16/19,J Natl Cancer Inst,www.ncbi.nlm.nih.gov/pubmed/31095341,Radiogenomics Consortium Genome-Wide Association Study Meta-analysis of Late Toxicity after Prostate Cancer Radiotherapy.,Response to radiotherapy in prostate cancer (overall toxicity),"3,871 European ancestry individuals",NA,Xp11.4,X,38291789,NR,"RPGR, AF241726.2",,,"ENSG00000156313, ENSG00000250349",,,rs75759941-?,rs75759941,0,75759941,intron_variant,0,0.05,9.00E-08,7.045757491,,0.25,[0.16-0.34] unit increase,"Affymetrix, Illumina [~ 6000000] (imputed)",N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,68376072,"OPHN1, YIPF6",OPHN1,,,ENSG00000079482,,,rs5965561-C,rs5965561,0,5965561,intron_variant,0,NR,1.00E-18,18,,0.1432,NR unit increase,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,65998114,NR,AL034397.2,,,ENSG00000237311,,,rs73213393-A,rs73213393,0,73213393,intron_variant,0,NR,5.00E-18,17.30103,,0.3322,NR unit decrease,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,66894289,NR,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,217925,479284,rs144393202-A,rs144393202,0,144393202,intergenic_variant,1,NR,7.00E-18,17.15490196,,0.2917,NR unit increase,NR [NR] (imputed),N
8/2/19,30894546,Ivarsdottir EV,3/20/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/30894546,Sequence variation at ANAPC1 accounts for 24% of the variability in corneal endothelial cell density.,Corneal endothelial cell density,"6,125 Icelandic ancestry individuals",NA,Xq26.2,X,132076224,NR,STK26 - FRMD7,ENSG00000134602,ENSG00000165694,,281,769,rs185326752-T,rs185326752,0,185326752,intergenic_variant,1,NR,8.00E-07,6.096910013,,0.983,unit increase,Illumina [NR],N
8/2/19,30894546,Ivarsdottir EV,3/20/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/30894546,Sequence variation at ANAPC1 accounts for 24% of the variability in corneal endothelial cell density.,Corneal endothelial cell density,"6,125 Icelandic ancestry individuals",NA,Xq26.2,X,132283147,NR,RAP2C-AS1,,,ENSG00000232160,,,rs183044457-A,rs183044457,0,183044457,intron_variant,0,NR,8.00E-07,6.096910013,,0.983,unit increase,Illumina [NR],N
8/2/19,30894546,Ivarsdottir EV,3/20/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/30894546,Sequence variation at ANAPC1 accounts for 24% of the variability in corneal endothelial cell density.,Corneal endothelial cell density,"6,125 Icelandic ancestry individuals",NA,Xq26.2,X,132496959,NR,MBNL3 - RNU6-98P,ENSG00000076770,ENSG00000206900,,6991,83158,rs141008342-A,rs141008342,0,141008342,intergenic_variant,1,NR,8.00E-07,6.096910013,,0.983,unit increase,Illumina [NR],N
8/2/19,30894546,Ivarsdottir EV,3/20/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/30894546,Sequence variation at ANAPC1 accounts for 24% of the variability in corneal endothelial cell density.,Corneal endothelial cell density,"6,125 Icelandic ancestry individuals",NA,Xq26.2,X,133933712,NR,GPC3,,,ENSG00000147257,,,rs190598003-C,rs190598003,0,190598003,intron_variant,0,NR,7.00E-07,6.15490196,,0.955,unit increase,Illumina [NR],N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xp11.1,X,58168217,NR,KRT8P17 - BX322784.1,ENSG00000235124,ENSG00000236852,,182084,4611033,rs5989004-T,rs5989004,0,5989004,intergenic_variant,1,NR,2.00E-08,7.698970004,,0.1239,NR unit decrease,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xp11.21,X,56261293,KLF8,KLF8,,,ENSG00000102349,,,rs73206583-A,rs73206583,0,73206583,intron_variant,0,NR,3.00E-08,7.522878745,,0.06571,NR unit decrease,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq11.1,X,62842906,NR,MTND1P31,,,ENSG00000235170,,,rs140914450-G,rs140914450,0,140914450,non_coding_transcript_exon_variant,0,NR,6.00E-20,19.22184875,,0.1686,NR unit decrease,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xp11.21,X,57282697,"SPIN2A, SPIN2B, SPIN3",PPP1R11P2 - FAAH2,ENSG00000231765,ENSG00000165591,,53282,4009,rs139470886-A,rs139470886,0,139470886,regulatory_region_variant,1,NR,6.00E-19,18.22184875,,0.1657,NR unit decrease,NR [NR] (imputed),N
7/2/19,31217584,Wojcik GL,6/19/19,Nature,www.ncbi.nlm.nih.gov/pubmed/31217584,Genetic analyses of diverse populations improves discovery for complex traits.,Height,"17,286 African American individuals, 22,192 Hispanic/Latino individuals, 4,680 Asian ancestry individuals, 3,939 Native Hawaiian ancestry individuals, 647 Native American ancestry individuals, 1,052 individuals",NA,Xq22.3,X,105908290,NR,NRK,,,ENSG00000123572,,,rs209373-?,rs209373,0,209373,missense_variant,0,NR,7.00E-06,5.15490196,,0.02586041,[0.015-0.037] unit decrease,Illumina [34656550] (imputed),N
8/19/20,32493714,Klimentidis YC,6/3/20,Diabetes,www.ncbi.nlm.nih.gov/pubmed/32493714,Phenotypic and Genetic Characterization of Lower LDL-C and Increased Type-2 Diabetes Risk in the UK Biobank.,Low density lipoprotein cholesterol levels,"431,167 European ancestry individuals",NA,Xp22.33,X,2938114,NR,ARSL,,,ENSG00000157399,,,rs35143646-C,rs35143646,0,35143646,missense_variant,0,0.339396,2.00E-25,24.69897,,0.0175742,[0.014-0.021] unit decrease,Affymetrix [15000001],N
8/19/20,32493714,Klimentidis YC,6/3/20,Diabetes,www.ncbi.nlm.nih.gov/pubmed/32493714,Phenotypic and Genetic Characterization of Lower LDL-C and Increased Type-2 Diabetes Risk in the UK Biobank.,Low density lipoprotein cholesterol levels,"431,167 European ancestry individuals",NA,Xq23,X,110520525,NR,"TDGF1P3, AC000113.1",,,"ENSG00000225366, ENSG00000287685",,,rs5942956-G,rs5942956,0,5942956,non_coding_transcript_exon_variant,0,0.605477,2.00E-102,101.69897,,0.0351754,[0.032-0.038] unit increase,Affymetrix [15000001],N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xp11.21,X,58070573,ZXDA,KRT8P17 - BX322784.1,ENSG00000235124,ENSG00000236852,,84440,4708677,rs73209413-C,rs73209413,0,73209413,intergenic_variant,1,NR,1.00E-10,10,,0.201,NR unit decrease,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,66706200,NR,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,29836,667373,rs73221553-A,rs73221553,0,73221553,intergenic_variant,1,NR,1.00E-10,10,,0.1373,NR unit increase,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67938896,OPHN1,BMI1P1 - AL157700.1,ENSG00000234201,ENSG00000260118,,146001,74574,rs73212804-T,rs73212804,0,73212804,intergenic_variant,1,NR,2.00E-10,9.698970004,,0.1317,NR unit increase,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67743865,NR,AR - BMI1P1,ENSG00000169083,ENSG00000234201,,13246,48090,rs113222435-T,rs113222435,0,113222435,intergenic_variant,1,NR,2.00E-10,9.698970004,,0.1603,NR unit increase,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq11.2,X,65185289,ZC4H2,AL445523.1,,,ENSG00000237971,,,rs6624142-C,rs6624142,0,6624142,non_coding_transcript_exon_variant,0,NR,4.00E-13,12.39794001,,0.07931,NR unit decrease,NR [NR] (imputed),N
8/19/20,32493714,Klimentidis YC,6/3/20,Diabetes,www.ncbi.nlm.nih.gov/pubmed/32493714,Phenotypic and Genetic Characterization of Lower LDL-C and Increased Type-2 Diabetes Risk in the UK Biobank.,Low density lipoprotein cholesterol levels,"431,167 European ancestry individuals",NA,Xq23,X,110662875,NR,AL512882.1 - CHRDL1,ENSG00000228042,ENSG00000101938,,25203,10981,rs144832584-C,rs144832584,0,144832584,intergenic_variant,1,0.966073,2.00E-08,7.698970004,,0.0259675,[0.017-0.035] unit decrease,Affymetrix [15000001],N
8/19/20,32493714,Klimentidis YC,6/3/20,Diabetes,www.ncbi.nlm.nih.gov/pubmed/32493714,Phenotypic and Genetic Characterization of Lower LDL-C and Increased Type-2 Diabetes Risk in the UK Biobank.,Low density lipoprotein cholesterol levels,"431,167 European ancestry individuals",NA,Xq28,X,154443984,NR,GDI1 - FAM50A,ENSG00000203879,ENSG00000071859,,517,157,rs188437955-G,rs188437955,0,188437955,regulatory_region_variant,1,0.887524,1.00E-08,8,,0.0145092,[0.0096-0.0195] unit increase,Affymetrix [15000001],N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,66412577,"EDA2R, HEPH",AL157698.1 - AL592049.1,ENSG00000231356,ENSG00000226820,,50801,24768,rs79798752-C,rs79798752,0,79798752,intergenic_variant,1,NR,3.00E-15,14.52287875,,0.08221,NR unit increase,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67335270,NR,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,658906,38303,rs142169094-G,rs142169094,0,142169094,intergenic_variant,1,NR,2.00E-13,12.69897,,0.08356,NR unit increase,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67346195,NR,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,669831,27378,rs73227823-G,rs73227823,0,73227823,intergenic_variant,1,NR,3.00E-13,12.52287875,,0.1452,NR unit increase,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq11.1,X,63717947,ARHGEF9,ARHGEF9,,,ENSG00000131089,,,rs111810219-A,rs111810219,0,111810219,intron_variant,0,NR,1.00E-14,14,,0.2067,NR unit decrease,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xp22.31,X,8945785,NR,AC074281.2 - AC074281.1,ENSG00000285896,ENSG00000225271,,18632,34640,rs5934505-C,rs5934505,0,5934505,intergenic_variant,1,NR,2.00E-14,13.69897,,0.08238,NR unit increase,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xp11.22,X,54597955,NR,GNL3L,,,ENSG00000130119,,,rs140707533-A,rs140707533,0,140707533,intron_variant,0,NR,3.00E-14,13.52287875,,0.1341,NR unit decrease,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,65832298,NR,CCNYL5 - AL034397.2,ENSG00000230039,ENSG00000237311,,10049,93538,rs138876904-T,rs138876904,0,138876904,intergenic_variant,1,NR,3.00E-12,11.52287875,,0.2704,NR unit increase,NR [NR] (imputed),N
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,65773583,NR,NANOGP9,,,ENSG00000231809,,,rs5965019-A,rs5965019,0,5965019,non_coding_transcript_exon_variant,0,NR,3.00E-12,11.52287875,,0.08455,NR unit increase,NR [NR] (imputed),N
