DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY ACCESSION,GENOTYPING TECHNOLOGY
4/30/19,30468137,Fabbri C,11/23/18,Br J Psychiatry,www.ncbi.nlm.nih.gov/pubmed/30468137,Genome-wide association study of treatment-resistance in depression and meta-analysis of three independent samples.,Depressive symptom improvement,"1,378 European ancestry treatment resistant cases, 934 European ancestry responders to first treatment",NA,Xq25,X,125515825,AL645819.1,AL627231.1 - AL645820.1,ENSG00000213489,ENSG00000280223,,187804,488621,rs144150047-T,rs144150047,0,144150047,intergenic_variant,1,0.04,5.00E-06,5.301029996,,0.25,[0.15-0.35] unit increase,"Affymetrix, Illumina [7000000] (imputed)",N,"depressive symptom measurement, response to antidepressant","http://www.ebi.ac.uk/efo/EFO_0007006, http://purl.obolibrary.org/obo/GO_0036276",GCST007666,Genome-wide genotyping array
8/22/19,26635082,Soler Artigas M,12/4/15,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/26635082,Sixteen new lung function signals identified through 1000 Genomes Project reference panel imputation.,Lung function (FEV1/FVC),"38,199 European ancestry adults","54,550 European ancestry adults, 5,062 children",Xp22.2,X,15946722,"AP1S2, GRPR",SETP15 - GRPR,ENSG00000226536,ENSG00000126010,,28091,176843,rs7050036-T,rs7050036,0,7050036,regulatory_region_variant,1,NR,4.00E-08,7.397940009,(adults),0.023,[0.015-0.031] unit decrease,"Affymetrix, Illumina [8694268] (imputed)",N,FEV/FEC ratio,http://www.ebi.ac.uk/efo/EFO_0004713,GCST008481,Genome-wide genotyping array
8/19/19,31268507,Periyasamy S,7/3/19,JAMA Psychiatry,www.ncbi.nlm.nih.gov/pubmed/31268507,Association of Schizophrenia Risk With Disordered Niacin Metabolism in an Indian Genome-wide Association Study.,Schizophrenia,"816 Indian ancestry cases, 900 Indian ancestry controls, 505 Indian ancestry cases and 871 Indian ancestry controls from 405 families, up to 36,989 European and unknown ancestry cases, up to 113,075 European and unknown ancestry controls",NA,Xq13.1,X,69158094,NR,EFNB1 - PJA1,ENSG00000090776,ENSG00000181191,,315934,2757,rs5936660-?,rs5936660,0,5936660,intergenic_variant,1,NR,9.00E-07,6.045757491,,,,Illumina [up to 5582932] (imputed),N,schizophrenia,http://www.ebi.ac.uk/efo/EFO_0000692,GCST008459,Genome-wide genotyping array
8/19/19,31268507,Periyasamy S,7/3/19,JAMA Psychiatry,www.ncbi.nlm.nih.gov/pubmed/31268507,Association of Schizophrenia Risk With Disordered Niacin Metabolism in an Indian Genome-wide Association Study.,Schizophrenia,"816 Indian ancestry cases, 900 Indian ancestry controls, 505 Indian ancestry cases and 871 Indian ancestry controls from 405 families, up to 36,989 European and unknown ancestry cases, up to 113,075 European and unknown ancestry controls",NA,Xp22.32,X,6094587,NR,NLGN4X,,,ENSG00000146938,,,rs73627050-?,rs73627050,0,73627050,intron_variant,0,NR,7.00E-06,5.15490196,,,,Illumina [up to 5582932] (imputed),N,schizophrenia,http://www.ebi.ac.uk/efo/EFO_0000692,GCST008459,Genome-wide genotyping array
1/17/20,31484785,Wright KM,9/4/19,G3 (Bethesda),www.ncbi.nlm.nih.gov/pubmed/31484785,A Prospective Analysis of Genetic Variants Associated with Human Lifespan.,Longevity,"up to 482,000 European ancestry individuals",NA,Xp22.33,X,4362992,NR,BX890604.1 - AC074035.1,ENSG00000225722,ENSG00000236513,,409431,264208,rs6530093-A,rs6530093,0,6530093,intergenic_variant,1,NR,4.00E-06,5.397940009,,0.06921,[0.04-0.099] unit decrease,Illumina [~ 540852],N,longevity,http://www.ebi.ac.uk/efo/EFO_0004300,GCST009448,Genome-wide genotyping array
1/17/20,31484785,Wright KM,9/4/19,G3 (Bethesda),www.ncbi.nlm.nih.gov/pubmed/31484785,A Prospective Analysis of Genetic Variants Associated with Human Lifespan.,Parental longevity (father's age at death),"309,383 European ancestry individuals",NA,Xq21.1,X,84568413,NR,HDX - SETP4,ENSG00000165259,ENSG00000237211,,65934,186723,rs1158746-C,rs1158746,0,1158746,intergenic_variant,1,NR,3.00E-06,5.522878745,,0.01458,[0.0085-0.0207] unit decrease,Illumina [541614],N,parental longevity,http://www.ebi.ac.uk/efo/EFO_0007796,GCST009447,Genome-wide genotyping array
9/29/19,31476763,Otsuka I,9/2/19,Neuropsychopharmacology,www.ncbi.nlm.nih.gov/pubmed/31476763,Genome-wide association studies identify polygenic effects for completed suicide in the Japanese population.,Suicide,"746 Japanese ancestry cases, 14,049 Japanese ancestry controls",NA,Xp22.2,X,16679060,CTPS2,CTPS2,,,ENSG00000047230,,,rs7049850-T,rs7049850,0,7049850,intron_variant,0,NR,1.00E-07,7,,1.66,[1.38-2.00],Illumina [8625325] (imputed),N,suicide,http://www.ebi.ac.uk/efo/EFO_0007624,GCST008772,Genome-wide genotyping array
1/17/20,31484785,Wright KM,9/4/19,G3 (Bethesda),www.ncbi.nlm.nih.gov/pubmed/31484785,A Prospective Analysis of Genetic Variants Associated with Human Lifespan.,Longevity,"up to 482,000 European ancestry individuals",NA,Xp22.12,X,21551802,NR,CNKSR2,,,ENSG00000149970,,,rs6633421-G,rs6633421,0,6633421,intron_variant,0,NR,1.00E-06,6,,0.01594,[0.0095-0.0224] unit increase,Illumina [~ 540852],N,longevity,http://www.ebi.ac.uk/efo/EFO_0004300,GCST009448,Genome-wide genotyping array
1/17/20,31484785,Wright KM,9/4/19,G3 (Bethesda),www.ncbi.nlm.nih.gov/pubmed/31484785,A Prospective Analysis of Genetic Variants Associated with Human Lifespan.,Longevity,"up to 482,000 European ancestry individuals",NA,Xq26.3,X,138861225,NR,FGF13,,,ENSG00000129682,,,rs7060413-A,rs7060413,0,7060413,intron_variant,0,NR,5.00E-07,6.301029996,,0.01256,[0.0077-0.0175] unit decrease,Illumina [~ 540852],N,longevity,http://www.ebi.ac.uk/efo/EFO_0004300,GCST009448,Genome-wide genotyping array
11/29/19,31388106,Sofer T,8/6/19,Sci Rep,www.ncbi.nlm.nih.gov/pubmed/31388106,Variants Associated with the Ankle Brachial Index Differ by Hispanic/Latino Ethnic Group: a genome-wide association study in the Hispanic Community Health Study/Study of Latinos.,Ankle-brachial index,760 Central American ancestry individuals,"up to 8,527 European ancestry individuals, 2,362 African American individuals, 1,447 Hispanic/Latino individuals",Xp21.1,X,32074263,DMD,DMD,,,ENSG00000198947,,,rs6631478-T,rs6631478,0,6631478,intron_variant,0,0.69,7.00E-08,7.15490196,,0.024,[0.016-0.032] unit decrease,Illumina [27887661] (imputed),N,ankle brachial index,http://www.ebi.ac.uk/efo/EFO_0003912,GCST009139,Genome-wide genotyping array
12/13/19,31533690,Orlova E,9/18/19,BMC Oral Health,www.ncbi.nlm.nih.gov/pubmed/31533690,Pilot GWAS of caries in African-Americans shows genetic heterogeneity.,Dental caries (decayed and filled deciduous tooth surfaces),96 African American children,NA,Xq28,X,151112589,NR,RNA5SP525 - MIR4330,ENSG00000212595,ENSG00000265789,,86183,55633,rs552922-?,rs552922,0,552922,intergenic_variant,1,,4.00E-06,5.397940009,,6.1,[3.99-8.21] unit increase,Illumina [~ 4900000] (imputed),N,dental caries,http://www.ebi.ac.uk/efo/EFO_0003819,GCST009266,Genome-wide genotyping array
8/1/19,31235808,Shungin D,6/24/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/31235808,Genome-wide analysis of dental caries and periodontitis combining clinical and self-reported data.,"Number of decayed, missing and filled tooth surfaces or use of dentures","14,976 European ancestry individuals with decayed, missing or filled tooth surface measurement, 11,816 Hispanic/Latino individuals with decayed, missing or filled tooth surface measurement, 77,714 European ancestry dentures cases, 383,317 European ancestry controls",NA,Xq21.1,X,84268007,HDX,MIR548I4 - HDX,ENSG00000221494,ENSG00000165259,,42179,49867,rs5922945-T,rs5922945,0,5922945,intergenic_variant,1,0.34,2.00E-08,7.698970004,,0.016,[0.011-0.021] unit decrease,"Affymetrix, Illumina [~ 8900000] (imputed)",N,"dental caries, dentures","http://www.ebi.ac.uk/efo/EFO_0003819, http://www.ebi.ac.uk/efo/EFO_0010078",GCST008295,Genome-wide genotyping array
8/1/19,31235808,Shungin D,6/24/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/31235808,Genome-wide analysis of dental caries and periodontitis combining clinical and self-reported data.,Dentures,"77,714 European ancestry cases, 383,317 European ancestry controls",NA,Xq21.1,X,84268007,HDX,MIR548I4 - HDX,ENSG00000221494,ENSG00000165259,,42179,49867,rs5922945-T,rs5922945,0,5922945,intergenic_variant,1,0.34,2.00E-07,6.698970004,,0.025,[0.016-0.034] unit decrease,Affymetrix [at least 8900000] (imputed),N,dentures,http://www.ebi.ac.uk/efo/EFO_0010078,GCST008306,Genome-wide genotyping array
7/9/19,31043756,Stahl EA,5/1/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/31043756,Genome-wide association study identifies 30 loci associated with bipolar disorder.,Bipolar disorder,"20,352 European ancestry cases, 31,358 European ancestry controls","9,412 European ancestry cases, 137,760 European ancestry controls",Xq13.2,X,73035874,"LINC00684, FAM226A, FAM226B, PABPC1L2B, PABPC1L2A, NAP1L6, NAP1L2",PABPC1L2B - PABPC1L2A,ENSG00000184388,ENSG00000186288,,29768,41402,rs140643378-G,rs140643378,1,5937289,intergenic_variant,1,0.62,3.00E-06,5.522878745,,1.0589743,,NR [9372253] (imputed),N,bipolar disorder,http://www.ebi.ac.uk/efo/EFO_0000289,GCST008103,Genome-wide genotyping array
7/9/19,31043756,Stahl EA,5/1/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/31043756,Genome-wide association study identifies 30 loci associated with bipolar disorder.,Bipolar disorder,"20,352 European ancestry cases, 31,358 European ancestry controls","9,412 European ancestry cases, 137,760 European ancestry controls",Xp22.2,X,13358691,"LOC100093698, ATXN3L, LOC100133123",LINC01203,,,ENSG00000226985,,,rs142204301-A,rs142204301,0,142204301,intron_variant,0,0.0169,3.00E-06,5.522878745,,1.23491,[1.15-1.32],NR [9372253] (imputed),N,bipolar disorder,http://www.ebi.ac.uk/efo/EFO_0000289,GCST008103,Genome-wide genotyping array
7/9/19,31043756,Stahl EA,5/1/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/31043756,Genome-wide association study identifies 30 loci associated with bipolar disorder.,Bipolar disorder,"20,352 European ancestry cases, 31,358 European ancestry controls","9,412 European ancestry cases, 137,760 European ancestry controls",Xq26.1,X,130151035,"ELF4, AIFM1, RAB33A",AIFM1,,,ENSG00000156709,,,rs188076915-G,rs188076915,0,188076915,intron_variant,0,0.015,5.00E-06,5.301029996,,1.2708741,,NR [9372253] (imputed),N,bipolar disorder,http://www.ebi.ac.uk/efo/EFO_0000289,GCST008103,Genome-wide genotyping array
7/9/19,31043756,Stahl EA,5/1/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/31043756,Genome-wide association study identifies 30 loci associated with bipolar disorder.,Bipolar disorder,"20,352 European ancestry cases, 31,358 European ancestry controls","9,412 European ancestry cases, 137,760 European ancestry controls",Xp22.12,X,21304805,intergenic,AL807742.1,,,ENSG00000283380,,,rs12392936-A,rs12392936,0,12392936,intron_variant,0,0.911,6.00E-06,5.22184875,,1.11193,[1.07-1.16],NR [9372253] (imputed),N,bipolar disorder,http://www.ebi.ac.uk/efo/EFO_0000289,GCST008103,Genome-wide genotyping array
7/9/19,31043756,Stahl EA,5/1/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/31043756,Genome-wide association study identifies 30 loci associated with bipolar disorder.,Bipolar disorder,"20,352 European ancestry cases, 31,358 European ancestry controls","9,412 European ancestry cases, 137,760 European ancestry controls",Xp22.12,X,21362148,CNKSR2,AL807742.1,,,ENSG00000283380,,,rs1378559-T,rs1378559,0,1378559,intron_variant,0,0.834,7.00E-06,5.15490196,,1.07369,[1.04-1.1],NR [9372253] (imputed),N,bipolar disorder,http://www.ebi.ac.uk/efo/EFO_0000289,GCST008103,Genome-wide genotyping array
10/17/19,31562322,Takata R,9/27/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/31562322,12 new susceptibility loci for prostate cancer identified by genome-wide association study in Japanese population.,Prostate cancer,"5,088 Japanese ancestry cases, 10,682 Japanese ancestry controls","4,818 Japanese ancestry cases, 73,261 Japanese ancestry controls",Xp11.22,X,54427973,"FGD1, GNL3L, TSR2",WNK3 - TSR2,ENSG00000196632,ENSG00000158526,,69331,12431,rs4826594-A,rs4826594,0,4826594,regulatory_region_variant,1,0.508,7.00E-09,8.15490196,,1.0695187,NR,Illumina [7742602] (imputed),N,prostate carcinoma,http://www.ebi.ac.uk/efo/EFO_0001663,GCST008860,Genome-wide genotyping array
7/9/19,31043756,Stahl EA,5/1/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/31043756,Genome-wide association study identifies 30 loci associated with bipolar disorder.,Bipolar disorder,"20,352 European ancestry cases, 31,358 European ancestry controls","9,412 European ancestry cases, 137,760 European ancestry controls",Xp11.22,X,53707621,"SMC1A, RIBC1, HSD17B10, HUWE1, MIR98, MIRLET7F2",HUWE1 - BX323845.1,ENSG00000086758,ENSG00000224735,,20893,51405,rs6529693-G,rs6529693,0,6529693,intergenic_variant,1,0.535,1.00E-06,6,,1.0524322,,NR [9372253] (imputed),N,bipolar disorder,http://www.ebi.ac.uk/efo/EFO_0000289,GCST008103,Genome-wide genotyping array
7/9/19,31043756,Stahl EA,5/1/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/31043756,Genome-wide association study identifies 30 loci associated with bipolar disorder.,Bipolar disorder,"20,352 European ancestry cases, 31,358 European ancestry controls","9,412 European ancestry cases, 137,760 European ancestry controls",Xp22.12,X,20638387,intergenic,AL807740.1 - AL807742.1,ENSG00000283400,ENSG00000283380,,146038,131331,rs5990908-C,rs5990908,0,5990908,intergenic_variant,1,0.875,2.00E-06,5.698970004,,1.0835057,,NR [9372253] (imputed),N,bipolar disorder,http://www.ebi.ac.uk/efo/EFO_0000289,GCST008103,Genome-wide genotyping array
11/8/19,31469419,Manichaikul A,8/30/19,Int J Cancer,www.ncbi.nlm.nih.gov/pubmed/31469419,Identification of novel epithelial ovarian cancer loci in Women of African Ancestry.,High-grade serous ovarian cancer,"537 African ancestry cases, 1,235 African ancestry controls",NA,Xq27.2,X,141990766,MAGEC1,AL031073.2,,,ENSG00000288098,,,rs57403204-G,rs57403204,0,57403204,intron_variant,0,0.064,2.00E-07,6.698970004,,2.62,[1.83-3.76],Illumina [11083029] (imputed),N,ovarian serous carcinoma,http://www.ebi.ac.uk/efo/EFO_1001516,GCST009007,Genome-wide genotyping array
12/5/19,31649266,Gallagher CS,10/24/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/31649266,Genome-wide association and epidemiological analyses reveal common genetic origins between uterine leiomyomata and endometriosis.,Uterine fibroids and heavy menstrual bleeding,"3,409 European ancestry cases, 199,171 European ancestry controls",NA,Xq26.2,X,132180234,NR,AL049792.1 - RAP2C,ENSG00000228819,ENSG00000123728,,48882,22790,rs12392108-A,rs12392108,0,12392108,intergenic_variant,1,0.31,5.00E-07,6.301029996,,1.13,[1.08-1.19],Affymetrix [10308721] (imputed),N,"uterine fibroid, Menorrhagia","http://www.ebi.ac.uk/efo/EFO_0000731, http://purl.obolibrary.org/obo/HP_0000132",GCST009156,Genome-wide genotyping array
12/5/19,31649266,Gallagher CS,10/24/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/31649266,Genome-wide association and epidemiological analyses reveal common genetic origins between uterine leiomyomata and endometriosis.,Uterine fibroids,"20,406 European ancestry cases, 223,918 European ancestry controls","15,068 European ancestry cases, 43,587 European ancestry controls",Xq26.2,X,132180234,RAP2C,AL049792.1 - RAP2C,ENSG00000228819,ENSG00000123728,,48882,22790,rs12392108-A,rs12392108,0,12392108,intergenic_variant,1,0.31,6.00E-46,45.22184875,,1.13,[1.11-1.15],"Affymetrix, Illumina [8662096] (imputed)",N,uterine fibroid,http://www.ebi.ac.uk/efo/EFO_0000731,GCST009158,Genome-wide genotyping array
12/5/19,31649266,Gallagher CS,10/24/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/31649266,Genome-wide association and epidemiological analyses reveal common genetic origins between uterine leiomyomata and endometriosis.,Uterine fibroids,"20,406 European ancestry cases, 223,918 European ancestry controls","15,068 European ancestry cases, 43,587 European ancestry controls",Xq13.1,X,70926548,MED12,SLC7A3,,,ENSG00000165349,,,rs4360450-A,rs4360450,0,4360450,synonymous_variant,0,0.37,2.00E-18,17.69897,,1.08,[1.06-1.10],"Affymetrix, Illumina [8662096] (imputed)",N,uterine fibroid,http://www.ebi.ac.uk/efo/EFO_0000731,GCST009158,Genome-wide genotyping array
3/28/19,30586737,Sabater-Lleal M,11/20/18,Circulation,www.ncbi.nlm.nih.gov/pubmed/30586737,Genome-Wide Association Trans-Ethnic Meta-Analyses Identifies Novel Associations Regulating Coagulation Factor VIII and von Willebrand Factor Plasma Levels.,Factor VIII levels,"25,897 European ancestry individuals, 4,500 African American individuals, 773 Asian ancestry individuals, 1,440 Hispanic individuals",NA,Xq28,X,155491696,"TMLHE, F8","TMLHE, TMLHE-AS1",,,"ENSG00000185973, ENSG00000224533",,,rs150926226-C,rs150926226,1,55695925,intron_variant,0,0.62,3.00E-09,8.522878745,,0.017,[0.011-0.023] unit increase,"Affymetrix, Illumina [13887196] (imputed)",N,factor VIII measurement,http://www.ebi.ac.uk/efo/EFO_0004630,GCST007445,Genome-wide genotyping array
3/25/19,30589442,Whitfield JB,12/27/18,Alcohol Clin Exp Res,www.ncbi.nlm.nih.gov/pubmed/30589442,Biomarker and genomic risk factors for liver function test abnormality in hazardous drinkers.,Gamma glutamyl transferase levels in excessive alcohol consumption,951 individuals,NA,Xp22.2,X,9658212,NR,TBL1X,,,ENSG00000101849,,,rs5979144-?,rs5979144,0,5979144,intron_variant,0,NR,1.00E-07,7,,0.1878,[0.12-0.26] unit decrease,Illumina [~ 7800000] (imputed),N,"serum gamma-glutamyl transferase measurement, alcohol consumption measurement","http://www.ebi.ac.uk/efo/EFO_0004532, http://www.ebi.ac.uk/efo/EFO_0007878",GCST007376,Genome-wide genotyping array
3/25/19,30589442,Whitfield JB,12/27/18,Alcohol Clin Exp Res,www.ncbi.nlm.nih.gov/pubmed/30589442,Biomarker and genomic risk factors for liver function test abnormality in hazardous drinkers.,Aspartate aminotransferase levels in excessive alcohol consumption,951 individuals,NA,Xq28,X,151306549,NR,AF274853.1,,,ENSG00000287918,,,rs1961890-?,rs1961890,0,1961890,intron_variant,0,NR,5.00E-06,5.301029996,,0.0135,[0.0076-0.0194] unit decrease,Illumina [~ 7800000] (imputed),N,"aspartate aminotransferase measurement, alcohol consumption measurement","http://www.ebi.ac.uk/efo/EFO_0004736, http://www.ebi.ac.uk/efo/EFO_0007878",GCST007377,Genome-wide genotyping array
7/22/20,32266521,Justice CM,4/7/20,Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32266521,A genome-wide association study implicates the BMP7 locus as a risk factor for nonsyndromic metopic craniosynostosis.,Metopic nonsyndromic craniosynostosis,215 European ancestry trios,"194 European ancestry cases, 333 European ancestry controls",Xq21.31,X,91152073,"TGIF2LX, PABPC5",RNU6-555P - AL121823.1,ENSG00000207515,ENSG00000206062,,554733,155708,rs34360385-C,rs34360385,0,34360385,intergenic_variant,1,0.74,6.00E-07,6.22184875,,1.7857143,NR,Illumina [649669],N,metopic craniosynostosis,http://www.ebi.ac.uk/efo/EFO_0008511,GCST010298,Genome-wide genotyping array
10/16/19,31562340,Akiyama M,9/27/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/31562340,Characterizing rare and low-frequency height-associated variants in the Japanese population.,Height,"159,095 Japanese ancestry individuals","32,692 Japanese ancestry individuals",Xq21.1,X,77914078,ATP7A,"ATP7A, PGK1, AL356235.1",,,"ENSG00000165240, ENSG00000102144, ENSG00000248503",,,rs12837147-?,rs12837147,0,12837147,intron_variant,0,NR,3.00E-30,29.52287875,,0.030727377,[0.025-0.036] unit decrease,Illumina [27896057] (imputed),N,body height,http://www.ebi.ac.uk/efo/EFO_0004339,GCST008839,Genome-wide genotyping array
10/16/19,31562340,Akiyama M,9/27/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/31562340,Characterizing rare and low-frequency height-associated variants in the Japanese population.,Height,"159,095 Japanese ancestry individuals","32,692 Japanese ancestry individuals",Xq22.3,X,106234538,"MUM1L1, CXorf57",PWWP3B - AL133271.1,ENSG00000157502,ENSG00000256709,,25582,92996,rs140498234-?,rs140498234,0,140498234,intergenic_variant,1,NR,2.00E-10,9.698970004,,0.060226556,[0.042-0.079] unit increase,Illumina [27896057] (imputed),N,body height,http://www.ebi.ac.uk/efo/EFO_0004339,GCST008839,Genome-wide genotyping array
10/16/19,31562340,Akiyama M,9/27/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/31562340,Characterizing rare and low-frequency height-associated variants in the Japanese population.,Height,"159,095 Japanese ancestry individuals","32,692 Japanese ancestry individuals",Xq26.1,X,130191451,"RAB33A, ZNF280C",RAB33A - ZNF280C,ENSG00000134594,ENSG00000056277,,6581,11256,rs148300465-?,rs148300465,0,148300465,intergenic_variant,1,NR,2.00E-14,13.69897,,0.046965946,[0.035-0.059] unit increase,Illumina [27896057] (imputed),N,body height,http://www.ebi.ac.uk/efo/EFO_0004339,GCST008839,Genome-wide genotyping array
12/14/20,32042192,Ruth KS,2/10/20,Nat Med,www.ncbi.nlm.nih.gov/pubmed/32042192,Using human genetics to understand the disease impacts of testosterone in men and women.,Sex hormone-binding globulin levels,"189,473 European ancestry individuals",NA,Xq23,X,110542891,NR,AC000113.1 - AL512882.1,ENSG00000287685,ENSG00000228042,,18571,93950,rs12012896-A,rs12012896,0,12012896,intergenic_variant,1,0.393325,2.00E-71,70.69897,,0.0253771,[0.023-0.028] nmol/L increase,Affymetrix [16585866] (imputed),N,sex hormone-binding globulin measurement,http://www.ebi.ac.uk/efo/EFO_0004696,GCST90012107,Genome-wide genotyping array
12/14/20,32042192,Ruth KS,2/10/20,Nat Med,www.ncbi.nlm.nih.gov/pubmed/32042192,Using human genetics to understand the disease impacts of testosterone in men and women.,Sex hormone-binding globulin levels,"189,473 European ancestry individuals",NA,Xp22.31,X,9457534,NR,AC073488.6 - TBL1X,ENSG00000282300,ENSG00000101849,,42965,5761,rs4830411-G,rs4830411,0,4830411,intergenic_variant,1,0.422458,7.00E-09,8.15490196,,0.00817188,[0.0053-0.0111] nmol/L increase,Affymetrix [16585866] (imputed),N,sex hormone-binding globulin measurement,http://www.ebi.ac.uk/efo/EFO_0004696,GCST90012107,Genome-wide genotyping array
12/17/18,29483656,Pardinas AF,2/26/18,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/29483656,Common schizophrenia alleles are enriched in mutation-intolerant genes and in regions under strong background selection.,Schizophrenia,"40,675 European ancestry cases, 64,643 European ancestry controls","1,651 European ancestry cases, 4,111 cases, 142,717 European ancestry controls, 11,507 controls",Xq13.1,X,69157361,PJA1,EFNB1 - PJA1,ENSG00000090776,ENSG00000181191,,315201,3490,rs62606711-?,rs62606711,0,62606711,intergenic_variant,1,NR,1.00E-12,12,,1.075,[1.06-1.09],Illumina [8000000] (imputed),N,schizophrenia,http://www.ebi.ac.uk/efo/EFO_0000692,GCST006803,Genome-wide genotyping array
12/17/18,29483656,Pardinas AF,2/26/18,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/29483656,Common schizophrenia alleles are enriched in mutation-intolerant genes and in regions under strong background selection.,Schizophrenia,"40,675 European ancestry cases, 64,643 European ancestry controls","1,651 European ancestry cases, 4,111 cases, 142,717 European ancestry controls, 11,507 controls",Xp22.32,X,6002841,NLGN4X,NLGN4X,,,ENSG00000146938,,,rs12009217-?,rs12009217,0,12009217,intron_variant,0,NR,2.00E-10,9.698970004,,1.0672358,[1.05-1.09],Illumina [8000000] (imputed),N,schizophrenia,http://www.ebi.ac.uk/efo/EFO_0000692,GCST006803,Genome-wide genotyping array
3/14/19,23544012,Gaudet MM,3/27/13,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/23544012,Identification of a BRCA2-specific modifier locus at 6p24 related to breast cancer risk.,Breast cancer in BRCA2 mutation carriers,"4,330 European ancestry affected women, 3,881 European ancestry unaffected women",NA,Xq27.1,X,138931625,FGF13,FGF13,,,ENSG00000129682,,,rs619373-A,rs619373,0,619373,intron_variant,0,0.07,3.00E-06,5.522878745,,1.3,[1.17-1.45],Illumina [at least 200908] (imputed),N,breast carcinoma,http://www.ebi.ac.uk/efo/EFO_0000305,GCST007302,Targeted genotyping array [iCOGS]
5/22/19,30718926,Suzuki K,2/4/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",NA,Xp11.21,X,57144349,"SPIN2A, FAAH2",SPIN2A - Z83745.1,ENSG00000147059,ENSG00000286977,,6724,78357,rs144226500-AT,rs144226500,0,144226500,intergenic_variant,1,0.3,5.00E-09,8.301029996,,1.05,1.03-1.06,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
5/22/19,30718926,Suzuki K,2/4/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",NA,Xp11.23,X,48866249,"TIMM17B, PCSK1N",PCSK1N - PQBP1,ENSG00000102109,ENSG00000102103,,30639,23948,rs782100977-C,rs782100977,1,60711854,intergenic_variant,1,0.63,5.00E-09,8.301029996,,1.06,1.04-1.08,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
5/22/19,30718926,Suzuki K,2/4/19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",NA,Xp22.12,X,21551802,CNKSR2,CNKSR2,,,ENSG00000149970,,,rs6633421-A,rs6633421,0,6633421,intron_variant,0,0.68,3.00E-08,7.522878745,,1.04,1.03-1.06,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
12/14/20,32042192,Ruth KS,2/10/20,Nat Med,www.ncbi.nlm.nih.gov/pubmed/32042192,Using human genetics to understand the disease impacts of testosterone in men and women.,Bioavailable testosterone levels,"178,782 European ancestry individuals",NA,Xp22.31,X,8938654,NR,AC074281.2 - AC074281.1,ENSG00000285896,ENSG00000225271,,11501,41771,rs111386834-C,rs111386834,0,111386834,intergenic_variant,1,0.267793,3E-670,669.5228787,,0.1322,[0.13-0.14] nmol/L increase,Affymetrix [16577424] (imputed),N,testosterone measurement,http://www.ebi.ac.uk/efo/EFO_0004908,GCST90012103,Genome-wide genotyping array
